,0
9709,Congress in 'fluid' talks with Obama to end shutdown
9710,NULL
9711,Exception
9712,MarcoPhone: Cost of Existing Federal Phone Subsidy Spinning Out of Control
9713,NULL
9714,NULL
9715,"California City’s Return to Solvency, With Pension Problem Unsolved - The New York Times"
9716,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9717,How Republicans can win the sequester fight - The Washington Post
9718,NULL
9719,Opinion | Obama and the Debt - The New York Times
9720,Should GM repay $10B rescue cost? CEO says no
9721,NULL
9722,"Politics: Congress, Political Parties, National Security & More | NBC News"
9723,NULL
9724,The day that was never supposed to happen is here  – CNN Political Ticker - CNN.com Blogs
9725,Eight states with the highest minimum wages
9726,NULL
9727,Treasury Department rules out $1 trillion coin – CNN Political Ticker - CNN.com Blogs
9728,Lowest Jobless Rate in 5 Years Raises Odds of a Fed Move - The New York Times
9729,NULL
9730,NULL
9731,Did we elect Barry Goldwater last year?
9732,Benefits to end Saturday for long-term jobless - The Washington Post
9733,"Obama, Republicans in debt talks on two fronts - The Washington Post"
9734,Is GOP in no-win situation in sequester battle? | On Air Videos | Fox News
9735,NULL
9736,The Insiders: The president only adds confusion - The Washington Post
9737,Opinion | Over the Cliff and Back - The New York Times
9738,"Wisconsin Governor Wants to Cut Income Taxes, Public School Aid"
9739,North Carolina's Republican tax reform 
9740,NULL
9741,13 states raising pay for minimum-wage workers
9742,NULL
9743,Team Obama's plan to sue S&P could be very dangerous for investors and our democracy | Fox News
9744,Minimum wage hikes possible in many states
9745,Obama promotes infrastructure plan at Miami port - BBC News
9746,"Politics: Congress, Political Parties, National Security & More | NBC News"
9747,Administration warns budget cuts will delay flights
9748,Budget cuts laying off scientists 
9749,Federal Minimum Wage Goes 4 Years Without Budging | HuffPost Latest News
9750,"Obama, congressional leaders: No deal on sequester"
9751,How McConnell and Biden pulled Congress away from the fiscal cliff - The Washington Post
9752,Looks Like Obama's Awesome Plan To Solve The Sequester With A Sentimental Gesture Won't Work | HuffPost Latest News
9753,Senate GOP fails in final bid to block military pension cuts in budget bill | Fox News
9754,"Politics: Congress, Political Parties, National Security & More | NBC News"
9755,NULL
9756,Online sales tax plan approved in US Senate - BBC News
9757,NULL
9758,Opposing views on Obama and future of the country split Ohio community - The Washington Post
9759,Obama blames Republicans for sequester
9760,NULL
9761,"Politics: Congress, Political Parties, National Security & More | NBC News"
9762,Vote To Defund Obamacare Primes Showdown Over Shutdown | HuffPost Latest News
9763,First Take: Summers done in by two sets of critics
9764,Republicans think the sequester gives them leverage. They’re wrong. - The Washington Post
9765,Online sales tax plan approved in US Senate - BBC News
9766,NULL
9767,NULL
9768,NULL
9769,Abbreviated pundit roundup: Sanders suggests some budget changes that don't punish workers
9770,US Senate sends budget deal over crucial hurdle - BBC News
9771,NULL
9772,Quinn pitches pension plan of attack but no agreement - Chicago Tribune
9773,NULL
9774,NULL
9775,Budget cuts would hit private air traffic in effort to spare airlines - CNN
9776,NULL
9777,NULL
9778,"Paul, Cruz, Lee Vote Against Ryan Budget"
9779,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9780,NULL
9781,"Again, the specter of a shutdown haunts the halls of Congress - CNNPolitics"
9782,5 things to know about the federal shutdown Thursday
9783,NULL
9784,Don't want to raise debt ceiling? Get ready for austerity 
9785,No vote on Illinois House pension plan today - Chicago Tribune
9786,GOP offers to help keep WWII Memorial open
9787,"Harry Reid 'Disappointed' Over Budget Talks Between Republicans, White House | HuffPost Latest News"
9788,This Is Why Ted Cruz Will Continue Holding America Hostage 
9789,Fiscal deal emboldens Obama to seek more tax increases | Fox News
9790,"Matt Taibbi's Stunning, New Rolling Stone Article: ""Secret and Lies of the Bailout"""
9791,Eatocracy - CNN
9792,"As red ink recedes, pressure fades for budget deal - The Washington Post"
9793,"Politics: Congress, Political Parties, National Security & More | NBC News"
9794,NULL
9795,Christie Embraces Budget Strategies He Scorned as a Candidate - The New York Times
9796,NULL
9797,NULL
9798,Opinion | Rubio and the Zombies - The New York Times
9799,"Merck to cut 8,500 more jobs "
9800,NULL
9801,Fiscal trouble ahead for most future retirees - The Washington Post
9802,Budget Office Warns That Deficits Will Rise Again Because Cuts Are Misdirected - The New York Times
9803,NULL
9804,Clinton says Obama needs to call the GOP’s ‘bluff’ – CNN Political Ticker - CNN.com Blogs
9805,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9806,NULL
9807,NULL
9808,Federal workers could pay more for retirement benefits - The Washington Post
9809,NULL
9810,Exception
9811,NULL
9812,The Morning Plum: Conservatives surrendering in debt ceiling fight? - The Washington Post
9813,"Rep. Neugebauer blames park ranger for shutdown, gets blasted by onlookers"
9814,Chaos but optimism as Washington gropes toward a deal
9815,5 questions for Michael Tanner -- a policy expert who says we've made poverty too 'comfortable'
9816,US shutdown has other nations confused and concerned - BBC News
9817,Sugar protections prove easy to swallow for lawmakers on both sides of aisle - The Washington Post
9818,Opinion: Brazile takes on food stamp critics - CNN
9819,NULL
9820,NULL
9821,Obama urges 'wind down' of Fannie Mae and Freddie Mac - BBC News
9822,Stocks: Government shutdown threat looms 
9823,NULL
9824,Beef with the sequester? At least one federal program was able to beat it. - The Washington Post
9825,Bruce Bartlett: Getting to Tax Reform - The New York Times
9826,NULL
9827,Obama urges 'wind down' of Fannie Mae and Freddie Mac - BBC News
9828,Were single mothers better off in the 19th Century? - BBC News
9829,NULL
9830,"Politics: Congress, Political Parties, National Security & More | NBC News"
9831,California economist says real US debt $70 trillion | Fox News
9832,Obama and Xi fail to bridge cybersecurity gap 
9833,Chuck Hagel's hectoring aimed at Obama - BBC News
9834,Everything you need to know about Obama’s latest housing plan - The Washington Post
9835,Opinion | The Government as a Low-Wage Employer - The New York Times
9836,"US economy added 236,000 jobs in February - BBC News"
9837,NULL
9838,Opinion | The Chutzpah Caucus - The New York Times
9839,"Senator: If Obama lifts debt ceiling, lawmakers can sue"
9840,Sequestration is coming. Now what?
9841,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
9842,NULL
9843,"Scarborough, Burnett attack Obama over 'low' tax return"
9844,NULL
9845,The fight over food stamps explained - The Washington Post
9846,NULL
9847,"Dana Milbank: Restore conscription, restore America - The Washington Post"
9848,"Washington & Wall Street: 'Bitcoin Economy' Surges, Real Economy Deflates"
9849,13 States Will Raise Their Minimum Wage For The New Year | HuffPost Impact
9850,Balanced Budget Fight Is Philosophical and Fiscal - The New York Times
9851,NULL
9852,John Boehner Claims He Doesn't Have Votes For Clean Continuing Resolution | HuffPost Latest News
9853,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
9854,7 spending cuts you'll really feel 
9855,NULL
9856,NULL
9857,Congress letting 55 tax breaks expire at year's end | Fox News
9858,NULL
9859,Congress Needs to Extend Unemployment Insurance - The New York Times
9860,Bruce Bartlett: Getting to Tax Reform - The New York Times
9861,NULL
9862,Obama Proposes Deal Over Taxes and Jobs - The New York Times
9863,JPMorgan Reaches Deal With Agency Over Loans - The New York Times
9864,NULL
9865,Here Are All The Times Congress Screwed Americans This Year In The Name Of Austerity | HuffPost Latest News
9866,Economic justice | On Air Videos | Fox News
9867,NULL
9868,U.S. is second-worst of 35 developed nations when it comes to child poverty
9869,"The Morning Plum: Among Senate Republicans, a new Compromise Caucus emerges - The Washington Post"
9870,Gohmert: No Federal Funds to Transport Obama to/from Golf Courses Until WH Tours Resume
9871,The IMF on the Austerity Trap - The New York Times
9872,Conned by Republicans as Democrats cede
9873,NULL
9874,"Politics: Congress, Political Parties, National Security & More | NBC News"
9875,Christie Ally Resigning From Port Authority - The New York Times
9876,"Tom Vilsack To GOP: The '80s Called, They Want Their Attacks On Food Stamps Back | HuffPost Latest News"
9877,"Paid Sick Leave Laws Generate Concern, but Not Much Pain - The New York Times"
9878,"NBC News - Breaking News & Top Stories - Latest World, US & Local News | NBC News"
9879,Boehner: New Republicans 'Think I'm Some Squish'
9880,"As Congress fights over the budget, agencies go on their ‘use it or lose it’ shopping sprees - The Washington Post"
9881,Senate Debt Deal Weakens Congress on Debt Ceiling
9882,NULL
9883,NULL
9884,Abbreviated pundit roundup: Holding America's economy hostage
9885,"Deal-haters, here's what I don't understand (UPDATED x3)"
9886,"Happy 78th birthday, Social Security, and many more"
9887,Pension Proposal Aims to Ease Burden on States and Cities - The New York Times
9888,NULL
9889,Bipartisan Budget Deal Forged in House Faces Opposition in Senate - The New York Times
9890,Poll: Americans hopeful for a better year in 2014
9891,Obama can't solve the jobs problem: Column
9892,Factbox: What would happen if the U.S. government shuts down?
9893,Mardell: Republicans remove blindfold - BBC News
9894,NULL
9895,NULL
9896,NULL
9897,NULL
9898,"Dems back tax plan, say Iowa gov must compromise"
9899,Congress letting 55 tax breaks expire at year end
9900,"Butt Of Republican Jokes, Big Liberal State Has A Problem, Big Budget Surplus"
9901,California Will Slam Mickelson with Hefty Tax Bill After Open Win
9902,Sequester: Obama to dine with Republican senators - BBC News
9903,Federal Minimum Wage Goes 4 Years Without Budging | HuffPost Latest News
9904,"White House Correspondents' Dinner Video 2013: Obama, Celebrities Gather For Annual Event | HuffPost Latest News"
9905,"Michigan leaders defend Detroit bankruptcy filing, put blame for woes on city | Fox News"
9906,Red States Discover The Pain of Paying Their Own Way
9907,Tax refund ID theft is growing 'epidemic': IRS watchdog
9908,NULL
9909,NULL
9910,America's willful blindness  -- Obama is a divider not a unifier | Fox News
9911,NULL
9912,Senate approves Democratic budget after marathon 'vote-a-rama' | Fox News
9913,Don't expect a 'grand bargain' in 2013
9914,"Blackpool Council gets 10,000 calls over council tax - BBC News"
9915,"Military retirees: You betrayed us, Congress "
9916,NULL
9917,NULL
9918,Montgomery Council votes to increase minimum wage - The Washington Post
9919,"Eight things you need to know about Don Kohn, who just might be the next Fed chair - The Washington Post"
9920,NULL
9921,Lawmaker: Obama signals 'give' to GOP deal on debt ceiling - CNNPolitics
9922,NULL
9923,Opinion | The Real Cost of Shrinking Government - The New York Times
9924,House Votes To Cut Food Stamps By $40 Billion | HuffPost Latest News
9925,Will the budget deficit ever be solved?| Latest News Videos | Fox News
9926,Guess What? They're Still Stealing People's Houses.
9927,April jobs report: Hiring picks up 
9928,Attempts to reduce wasteful government spending show austerity is a hard nut to crack - The Washington Post
9929,Bill Maher has excellent news on why conservatives REALLY fear California
9930,NULL
9931,Poll: No good news in Obama approval ratings – CNN Political Ticker - CNN.com Blogs
9932,Opinion | Rocks in Space - The New York Times
9933,For a Budget That Is Both Morally and Economically Sound
9934,Abbreviated pundit roundup: Bill Clinton pens powerful op-ed against DOMA
9935,"On the sequester, the American people ‘moved the goalposts’ - The Washington Post"
9936,NULL
9937,Mystery solved: Gov. Scott’s missing dog no longer his dog
9938,"Welfare Payments Went to Prisoners in New Jersey, Report Shows - The New York Times"
9939,"Republicans ditching religious right, claims Freedomworks"
9940,NULL
9941,State of the Union: Obama to focus on economy - BBC News
9942,Senate leaders announce tentative budget deal | Fox News
9943,Twilight of an Empire: More than Just Bridges are Crumbling in America
9944,5 Things Obama Tried to Say During His State of the Union Address -- But Didn't
9945,Yellen's easy money spells trouble: Opposing view
9946,NULL
9947,Unemployment benefits and the fight for the liberal empowerment agenda
9948,Opinion | A Republican Ransom Note - The New York Times
9949,NULL
9950,Opinion | A Plan to Avert the Pension Crisis - The New York Times
